Date,Zone Index,Zone Label,Crop,Duration (min),Gallons (est.),Precip (in),Temp High (°F),Temp Low (°F),Humidity Avg (%)
2026-06-01,3,Farm: outdoor,Nectarine,20.0,0.7,0.0,80.5,42.8,29.1
2026-06-01,3,Farm: outdoor,Apple,20.0,0.7,0.0,80.5,42.8,29.1
2026-06-01,3,Farm: outdoor,Beans,20.0,2.1,0.0,80.5,42.8,29.1
2026-06-01,3,Farm: outdoor,Corn,20.0,0.8,0.0,80.5,42.8,29.1
2026-06-01,3,Farm: outdoor,Pumpkin,20.0,0.8,0.0,80.5,42.8,29.1
2026-06-02,3,Farm: outdoor,Nectarine,16.6,0.6,0.0,82.3,46.7,28.1
2026-06-02,3,Farm: outdoor,Apple,16.6,0.6,0.0,82.3,46.7,28.1
2026-06-02,3,Farm: outdoor,Beans,16.6,1.8,0.0,82.3,46.7,28.1
2026-06-02,3,Farm: outdoor,Corn,16.6,0.6,0.0,82.3,46.7,28.1
2026-06-02,3,Farm: outdoor,Pumpkin,16.6,0.6,0.0,82.3,46.7,28.1
2026-06-03,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,86.0,47.4,26.5
2026-06-03,3,Farm: outdoor,Apple,40.0,1.3,0.0,86.0,47.4,26.5
2026-06-03,3,Farm: outdoor,Beans,40.0,4.3,0.0,86.0,47.4,26.5
2026-06-03,3,Farm: outdoor,Corn,40.0,1.5,0.0,86.0,47.4,26.5
2026-06-03,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,86.0,47.4,26.5
2026-06-04,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,85.5,54.1,19.4
2026-06-04,3,Farm: outdoor,Apple,40.0,1.3,0.0,85.5,54.1,19.4
2026-06-04,3,Farm: outdoor,Beans,40.0,4.3,0.0,85.5,54.1,19.4
2026-06-04,3,Farm: outdoor,Corn,40.0,1.5,0.0,85.5,54.1,19.4
2026-06-04,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,85.5,54.1,19.4
2026-06-05,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,86.1,56.0,21.0
2026-06-05,3,Farm: outdoor,Apple,40.0,1.3,0.0,86.1,56.0,21.0
2026-06-05,3,Farm: outdoor,Beans,40.0,4.3,0.0,86.1,56.0,21.0
2026-06-05,3,Farm: outdoor,Corn,40.0,1.5,0.0,86.1,56.0,21.0
2026-06-05,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,86.1,56.0,21.0
2026-06-06,3,Farm: outdoor,Nectarine,50.0,1.7,0.0,81.3,54.5,25.4
2026-06-06,3,Farm: outdoor,Apple,50.0,1.7,0.0,81.3,54.5,25.4
2026-06-06,3,Farm: outdoor,Beans,50.0,5.3,0.0,81.3,54.5,25.4
2026-06-06,3,Farm: outdoor,Corn,50.0,1.9,0.0,81.3,54.5,25.4
2026-06-06,3,Farm: outdoor,Pumpkin,50.0,1.9,0.0,81.3,54.5,25.4
2026-06-07,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,77.7,49.7,28.8
2026-06-07,3,Farm: outdoor,Apple,40.0,1.3,0.0,77.7,49.7,28.8
2026-06-07,3,Farm: outdoor,Beans,40.0,4.3,0.0,77.7,49.7,28.8
2026-06-07,3,Farm: outdoor,Corn,40.0,1.5,0.0,77.7,49.7,28.8
2026-06-07,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,77.7,49.7,28.8
