Date,Zone Index,Zone Label,Crop,Duration (min),Gallons (est.),Precip (in),Temp High (°F),Temp Low (°F),Humidity Avg (%)
2026-08-31,3,Farm: outdoor,Nectarine,10.0,0.3,0.31,74.6,51.9,77.9
2026-08-31,3,Farm: outdoor,Apple,10.0,0.3,0.31,74.6,51.9,77.9
2026-08-31,3,Farm: outdoor,Pear,10.0,1.3,0.31,74.6,51.9,77.9
2026-08-31,3,Farm: outdoor,Beans,10.0,1.1,0.31,74.6,51.9,77.9
2026-08-31,3,Farm: outdoor,Corn,10.0,0.4,0.31,74.6,51.9,77.9
2026-08-31,3,Farm: outdoor,Pumpkin,10.0,0.4,0.31,74.6,51.9,77.9
2026-09-01,3,Farm: outdoor,Nectarine,40.0,1.3,0.03,76.2,48.2,67.9
2026-09-01,3,Farm: outdoor,Apple,40.0,1.3,0.03,76.2,48.2,67.9
2026-09-01,3,Farm: outdoor,Pear,40.0,5.3,0.03,76.2,48.2,67.9
2026-09-01,3,Farm: outdoor,Beans,40.0,4.3,0.03,76.2,48.2,67.9
2026-09-01,3,Farm: outdoor,Corn,40.0,1.5,0.03,76.2,48.2,67.9
2026-09-01,3,Farm: outdoor,Pumpkin,40.0,1.5,0.03,76.2,48.2,67.9
2026-09-02,3,Farm: outdoor,Nectarine,40.0,1.3,0.02,75.2,53.5,66.9
2026-09-02,3,Farm: outdoor,Apple,40.0,1.3,0.02,75.2,53.5,66.9
2026-09-02,3,Farm: outdoor,Pear,40.0,5.3,0.02,75.2,53.5,66.9
2026-09-02,3,Farm: outdoor,Beans,40.0,4.3,0.02,75.2,53.5,66.9
2026-09-02,3,Farm: outdoor,Corn,40.0,1.5,0.02,75.2,53.5,66.9
2026-09-02,3,Farm: outdoor,Pumpkin,40.0,1.5,0.02,75.2,53.5,66.9
2026-09-03,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,76.3,53.5,51.6
2026-09-03,3,Farm: outdoor,Apple,40.0,1.3,0.0,76.3,53.5,51.6
2026-09-03,3,Farm: outdoor,Pear,40.0,5.3,0.0,76.3,53.5,51.6
2026-09-03,3,Farm: outdoor,Beans,40.0,4.3,0.0,76.3,53.5,51.6
2026-09-03,3,Farm: outdoor,Corn,40.0,1.5,0.0,76.3,53.5,51.6
2026-09-03,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,76.3,53.5,51.6
