Date,Zone Index,Zone Label,Crop,Duration (min),Gallons (est.),Precip (in),Temp High (°F),Temp Low (°F),Humidity Avg (%)
2026-09-14,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,80.7,57.6,64.6
2026-09-14,3,Farm: outdoor,Apple,40.0,1.3,0.0,80.7,57.6,64.6
2026-09-14,3,Farm: outdoor,Pear,40.0,5.3,0.0,80.7,57.6,64.6
2026-09-14,3,Farm: outdoor,Beans,40.0,4.3,0.0,80.7,57.6,64.6
2026-09-14,3,Farm: outdoor,Corn,40.0,1.5,0.0,80.7,57.6,64.6
2026-09-14,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,80.7,57.6,64.6
2026-09-15,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,77.3,56.0,67.8
2026-09-15,3,Farm: outdoor,Apple,40.0,1.3,0.0,77.3,56.0,67.8
2026-09-15,3,Farm: outdoor,Pear,40.0,5.3,0.0,77.3,56.0,67.8
2026-09-15,3,Farm: outdoor,Beans,40.0,4.3,0.0,77.3,56.0,67.8
2026-09-15,3,Farm: outdoor,Corn,40.0,1.5,0.0,77.3,56.0,67.8
2026-09-15,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,77.3,56.0,67.8
2026-09-16,3,Farm: outdoor,Nectarine,40.0,1.3,0.34,70.2,53.4,87.4
2026-09-16,3,Farm: outdoor,Apple,40.0,1.3,0.34,70.2,53.4,87.4
2026-09-16,3,Farm: outdoor,Pear,40.0,5.3,0.34,70.2,53.4,87.4
2026-09-16,3,Farm: outdoor,Beans,40.0,4.3,0.34,70.2,53.4,87.4
2026-09-16,3,Farm: outdoor,Corn,40.0,1.5,0.34,70.2,53.4,87.4
2026-09-16,3,Farm: outdoor,Pumpkin,40.0,1.5,0.34,70.2,53.4,87.4
2026-09-17,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,87.1,51.5,78.3
2026-09-17,3,Farm: outdoor,Apple,40.0,1.3,0.0,87.1,51.5,78.3
2026-09-17,3,Farm: outdoor,Pear,40.0,5.3,0.0,87.1,51.5,78.3
2026-09-17,3,Farm: outdoor,Beans,40.0,4.3,0.0,87.1,51.5,78.3
2026-09-17,3,Farm: outdoor,Corn,40.0,1.5,0.0,87.1,51.5,78.3
2026-09-17,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,87.1,51.5,78.3
2026-09-18,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,75.9,47.8,64.0
2026-09-18,3,Farm: outdoor,Apple,40.0,1.3,0.0,75.9,47.8,64.0
2026-09-18,3,Farm: outdoor,Pear,40.0,5.3,0.0,75.9,47.8,64.0
2026-09-18,3,Farm: outdoor,Beans,40.0,4.3,0.0,75.9,47.8,64.0
2026-09-18,3,Farm: outdoor,Corn,40.0,1.5,0.0,75.9,47.8,64.0
2026-09-18,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,75.9,47.8,64.0
2026-09-19,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,76.9,45.5,51.2
2026-09-19,3,Farm: outdoor,Apple,40.0,1.3,0.0,76.9,45.5,51.2
2026-09-19,3,Farm: outdoor,Pear,40.0,5.3,0.0,76.9,45.5,51.2
2026-09-19,3,Farm: outdoor,Beans,40.0,4.3,0.0,76.9,45.5,51.2
2026-09-19,3,Farm: outdoor,Corn,40.0,1.5,0.0,76.9,45.5,51.2
2026-09-19,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,76.9,45.5,51.2
2026-09-20,3,Farm: outdoor,Nectarine,40.0,1.3,0.0,76.1,43.1,42.5
2026-09-20,3,Farm: outdoor,Apple,40.0,1.3,0.0,76.1,43.1,42.5
2026-09-20,3,Farm: outdoor,Pear,40.0,5.3,0.0,76.1,43.1,42.5
2026-09-20,3,Farm: outdoor,Beans,40.0,4.3,0.0,76.1,43.1,42.5
2026-09-20,3,Farm: outdoor,Corn,40.0,1.5,0.0,76.1,43.1,42.5
2026-09-20,3,Farm: outdoor,Pumpkin,40.0,1.5,0.0,76.1,43.1,42.5
